issued,consumed,available,address
0,0,0,0x5269BF8720946b5c38FBf361a947bA9D30C91313
0,0,0,0x02BeC39D210a6753B97f16f06ed4b4140E948F3B
0,0,0,0xC91b7696D0Cf011f98738c8D1d65aBd172F4823D
0,0,0,0x0a19B2ac2DA8B86dE5D34FCDC98F029c28b1BECb
0,0,0,0x5f9743F110524E49450a8222AA449fe3d227e51B
0,0,0,0x2af3Eb7CAb5B35F046CcC3b81Ab484dFBE431aC3
0,0,0,0x242D0C57a9ff0391FF7fD3A050cf7Edb4f821050
0,0,0,0xF2c74f54Bda3a08A65fC83cd3bCC6dF0d1d7F046
0,0,0,0x0A27fa2e2f5BFD497653786Bb75048De340d3242
0,0,0,0x630198F7a7bA302dCB3595a82F60930d83747EF7
0,0,0,0x2a2Ce75c33867a116C3Cf985e61b0632a2220c94
0,0,0,0x70A7c5104F8C4CB202b9161657b5fa79CD44c4c4
0,0,0,0x53e5bfA3fe947efAfD6B8e765e319943E0Cb9C5a
0,0,0,0x7d001db2dc940b600f3494444b1a8082B388031B
0,0,0,0x371C748e0B3eACAdF7bf96C67B7Bc9Ce26de5367
0,0,0,0x4bE640dcCE08E68EDe454202FbC59Cf5f9E8ea1f
0,0,0,0xfFbC6441Ea7Cd86F7c552f9BB825106B419c4041
0,0,0,0x2f0477CFa76a80634A011258EA88915519344da4
0,0,0,0x20CA0D6FE51d06946f5cC90F9F4f297D398dD6DB
0,0,0,0x3E3291E45A55A4b160dd4A3B81C3367b79f818d3
0,0,0,0x110F5169eaA698d2E309b60134468E2eC4E4f84B
0,0,0,0xD048f6c3012aced66717D794258cB7831ccacaE1
0,0,0,0xDc61121e24c2d6394DF8bFb8885Eb04983a1afCD
0,0,0,0xA7cF0d8511d269DA2E06a5665f0d8A67f4fe7f2e
0,0,0,0xDe341D87cFCD507e918cc37B84E829AC20651470
0,0,0,0x1ecC246891e1430F8Bf297547E02887D230c39B6
0,0,0,0x92B9a7B6CAaCFe68420EDA7c1167834a73E383F1
0,0,0,0x72639fd1a1C3E2a9Bd6745cAf774C6cc57f0C946
0,0,0,0x9e6033FB9BC60653266D35275e764A0B1e0DCa4b
0,0,0,0xCf0E9b4746cfB97bAE329FE5F696969F6564566a
0,0,0,0x407DBc332F834e51737E428Fe22CE10fCDB4214f
0,0,0,0xDbB59151b18Dd72E9AC092706e93De5b5d7a9325
0,0,0,0xd0205b4f442A2A4c4fb01cC94f8B5bf1DfD29458
0,0,0,0x13FB97da9d2407DA6dBc2D6C175b51d0f5d9d903
0,0,0,0x19a7ECbbFCEACb3d67Fc69293baF42B2EC83b7cb
0,0,0,0x04b38B5C09e4eC66Dd14350393813afBa0e60499
